feature,enrich_group,ef_lda,pvalue,padj
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__brassicae,healthy,0.19827617,0.7938323,0.7938323
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Helcococcus|s__un_g__Helcococcus,healthy,0.19795998,0.4143925,0.4143925
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma,healthy,0.19706629,0.7938323,0.7938323
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__salivarius,healthy,0.19590422,0.247317,0.247317
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Helcococcus,healthy,0.19506893,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Amorphomonas,healthy,0.1909459,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Amorphomonas|s__oryzae_g__Amorphomonas,healthy,0.18663769,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium_f__Lachnospiraceae|s__bolteae,healthy,0.18210086,1,1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__niastensis,healthy,0.18029542,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__Fluviicola,healthy,0.18004242,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae,healthy,0.17999472,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__Fluviicola|s__un_g__Fluviicola,healthy,0.17926988,0.5642925,0.5642925
k__Bacteria|p__TM7|c__TM7-3|o__CW040|f__un_o__CW040,healthy,0.17852111,0.9958043,0.9958043
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas,healthy,0.17828116,0.4143925,0.4143925
k__Bacteria|p__TM7|c__TM7-3|o__CW040,healthy,0.1777064,0.9958043,0.9958043
k__Bacteria|p__TM7|c__TM7-3|o__CW040|f__un_o__CW040|g__un_o__CW040,healthy,0.17759366,0.9958043,0.9958043
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__un_g__Ochrobactrum,healthy,0.17756758,0.4143925,0.4143925
k__Bacteria|p__TM7|c__TM7-3|o__CW040|f__un_o__CW040|g__un_o__CW040|s__un_o__CW040,healthy,0.17730998,0.9958043,0.9958043
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas|s__un_g__Dysgonomonas,healthy,0.17720665,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Snodgrassella,healthy,0.17481064,0.5642925,0.5642925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Rarobacteraceae|g__Rarobacter,healthy,0.17168334,0.5642925,0.5642925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Rarobacteraceae|g__Rarobacter|s__un_g__Rarobacter,healthy,0.17150994,0.5642925,0.5642925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Rarobacteraceae,healthy,0.17112957,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Snodgrassella|s__alvi,healthy,0.16944433,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rubellimicrobium,healthy,0.16910147,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__hodogayensis,healthy,0.16821625,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_f__Clostridiaceae|s__subterminale,healthy,0.16695885,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rubellimicrobium|s__un_g__Rubellimicrobium,healthy,0.1660331,0.5642925,0.5642925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae,healthy,0.16481122,0.3169436,0.3169436
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__un_g__Phenylobacterium,healthy,0.16293709,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium,healthy,0.16262431,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__hippei_g__Succinatimonas,healthy,0.16117655,0.5642925,0.5642925
k__Bacteria|p__Verrucomicrobia|c__[Spartobacteria]|o__[Chthoniobacterales],healthy,0.16008083,0.3169436,0.3169436
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_f__Bacillaceae|s__thermoamylovorans,healthy,0.15998097,0.4143925,0.4143925
k__Bacteria|p__Verrucomicrobia|c__[Spartobacteria],healthy,0.1595744,0.3169436,0.3169436
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Pseudoclavibacter,healthy,0.15839801,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides_f__Bacteroidaceae|s__acidifaciens,healthy,0.15759942,0.3169436,0.3169436
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Pseudoclavibacter|s__soli_g__Pseudoclavibacter,healthy,0.15631888,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__adhaesivum,healthy,0.1551015,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae,healthy,0.15376741,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Rhodoplanes,healthy,0.15259961,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Rhodoplanes|s__un_g__Rhodoplanes,healthy,0.15188975,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas,healthy,0.15178662,0.5642925,0.5642925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dietziaceae,healthy,0.14636655,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dietziaceae|g__Dietzia,healthy,0.14607018,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__ACK-M1|g__un_f__ACK-M1,healthy,0.14578744,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dietziaceae|g__Dietzia|s__un_g__Dietzia,healthy,0.14571614,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__ACK-M1,healthy,0.14543316,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__terrae,healthy,0.14490699,0.7409817,0.7409817
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__ACK-M1|g__un_f__ACK-M1|s__un_f__ACK-M1,healthy,0.14455978,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter,healthy,0.14157246,0.4143925,0.4143925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__salmoninarum,healthy,0.13987487,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__cellicola,healthy,0.13934262,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__equorum,healthy,0.13823057,0.4143925,0.4143925
k__Bacteria|p__Verrucomicrobia|c__[Spartobacteria]|o__[Chthoniobacterales]|f__[Chthoniobacteraceae],healthy,0.13791555,0.4143925,0.4143925
k__Bacteria|p__Verrucomicrobia|c__[Spartobacteria]|o__[Chthoniobacterales]|f__[Chthoniobacteraceae]|g__Candidatus_Xiphinematobacter|s__un_g__Candidatus_Xiphinematobacter,healthy,0.13741822,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales,healthy,0.13741216,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Sporocytophaga,healthy,0.13705951,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae,healthy,0.13646755,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosovibrio|s__tenuis,healthy,0.13606633,0.5642925,0.5642925
k__Bacteria|p__Verrucomicrobia|c__[Spartobacteria]|o__[Chthoniobacterales]|f__[Chthoniobacteraceae]|g__Candidatus_Xiphinematobacter,healthy,0.13589261,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosovibrio,healthy,0.13563808,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum,healthy,0.13555136,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas,healthy,0.13528588,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__acidaminiphila,healthy,0.1348488,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__irakense,healthy,0.13478656,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|s__cryaerophilus,healthy,0.13460489,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas|s__fusca,healthy,0.13458749,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium_f__Lachnospiraceae|s__un_g__Clostridium_g__Clostridium_f__Lachnospiraceae,healthy,0.13383357,0.4143925,0.4143925
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__E2|f__[Methanomassiliicoccaceae]|g__Methanomassiliicoccus|s__un_g__Methanomassiliicoccus,healthy,0.13362694,0.5642925,0.5642925
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__E2|f__[Methanomassiliicoccaceae]|g__Methanomassiliicoccus,healthy,0.13290156,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Sporocytophaga|s__un_g__Sporocytophaga,healthy,0.13286237,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Salsuginibacillus,healthy,0.13194016,0.3169436,0.3169436
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__BF311,healthy,0.13140661,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Peredibacter|s__starrii,healthy,0.13060436,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__BF311|s__un_g__BF311,healthy,0.1301751,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_f__Bacillaceae|s__badius,healthy,0.12950466,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Peredibacter,healthy,0.12923786,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__influenzae,healthy,0.12835521,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Lutibacterium|s__un_g__Lutibacterium,healthy,0.12806308,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Terribacillus|s__halophilus_g__Terribacillus,healthy,0.1270382,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae|g__Brachybacterium,healthy,0.12694809,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Lutibacterium,healthy,0.1260864,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae,healthy,0.12572019,0.5642925,0.5642925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae|g__Brachybacterium|s__conglomeratum,healthy,0.12546327,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__un_g__Psychrobacter,healthy,0.12527174,0.4143925,0.4143925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__un_g__Aerococcus,healthy,0.12411086,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__[Chromatiaceae],healthy,0.12254254,0.4143925,0.4143925
k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria]|o__RB41|f__un_o__RB41|g__un_o__RB41|s__un_o__RB41,healthy,0.12146176,0.5642925,0.5642925
k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria]|o__RB41|f__Ellin6075,healthy,0.12065391,0.5642925,0.5642925
k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria]|o__RB41|f__un_o__RB41|g__un_o__RB41,healthy,0.12053847,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus,healthy,0.12046495,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales,healthy,0.12044212,0.2494723,0.2494723
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter|s__un_g__Dyadobacter,healthy,0.11987979,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__vulgaris,healthy,0.11923693,0.5642925,0.5642925
k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria]|o__RB41|f__Ellin6075|g__un_f__Ellin6075,healthy,0.11885134,0.5642925,0.5642925
k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria]|o__RB41|f__un_o__RB41,healthy,0.11883263,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__stutzeri,healthy,0.11878482,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter,healthy,0.11824,0.4143925,0.4143925
k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria]|o__RB41|f__Ellin6075|g__un_f__Ellin6075|s__un_f__Ellin6075,healthy,0.11719165,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales,healthy,0.11513138,0.4143925,0.4143925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Salsuginibacillus|s__kocurii,healthy,0.11459981,0.4143925,0.4143925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Sedimentibacter,healthy,0.10965788,0.4143925,0.4143925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Proteocatella,healthy,0.10958258,0.247317,0.247317
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Sedimentibacter|s__un_g__Sedimentibacter,healthy,0.10937158,0.4143925,0.4143925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Proteocatella|s__sphenisci,healthy,0.10916885,0.247317,0.247317
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__ludwigii,healthy,0.10821528,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__un_g__Paenibacillus,healthy,0.10805937,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__kobei,healthy,0.10526872,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga|s__un_g__Methylophaga,healthy,0.10509004,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__equi,healthy,0.10429178,0.7364043,0.7364043
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__mesenteroides,healthy,0.10344802,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga,healthy,0.10328482,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae,healthy,0.10318253,0.5642925,0.5642925
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio,healthy,0.10296637,0.5642925,0.5642925
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio|s__acetiphilus,healthy,0.10246933,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__hispanicum,healthy,0.10192071,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__un_o__Solirubrobacterales|g__un_o__Solirubrobacterales|s__un_o__Solirubrobacterales,healthy,0.10119529,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__un_o__Solirubrobacterales,healthy,0.10107251,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas,healthy,0.10106541,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__yeongjuensis,healthy,0.1010623,0.5642925,0.5642925
k__Bacteria|p__Actinobacteria|c__Thermoleophilia,healthy,0.1003731,0.4143925,0.4143925
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__corruscae,healthy,0.10026522,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__thermacidophilum,healthy,0.10022937,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Magnetospirillum|s__magnetotacticum,healthy,0.0993745,0.4143925,0.4143925
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma,healthy,0.09929814,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales,healthy,0.09924552,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Magnetospirillum,healthy,0.09872279,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__un_o__Solirubrobacterales|g__un_o__Solirubrobacterales,healthy,0.0978917,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum,healthy,0.09760814,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__un_g__Anaerobiospirillum,healthy,0.09504145,0.5642925,0.5642925
k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Chlorophyta|f__Trebouxiophyceae|g__Chloroidium|s__saccharophilum,healthy,0.09062794,0.5642925,0.5642925
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Gemmata|s__un_g__Gemmata,healthy,0.0906049,0.4143925,0.4143925
k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Chlorophyta|f__Trebouxiophyceae,healthy,0.09044225,0.5642925,0.5642925
k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Chlorophyta,healthy,0.09006897,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Hymenobacter,healthy,0.08951651,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Hymenobacter|s__un_g__Hymenobacter,healthy,0.08915814,0.5642925,0.5642925
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__massiliensis_g__Alistipes,healthy,0.08877675,0.5642925,0.5642925
k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Chlorophyta|f__Trebouxiophyceae|g__Chloroidium,healthy,0.08716371,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Desulforudis,healthy,0.08632242,0.4143925,0.4143925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Desulforudis|s__audaxviator,healthy,0.08548259,0.4143925,0.4143925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__paraplantarum,healthy,0.08396808,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Enhydrobacter,healthy,0.08359033,0.3169436,0.3169436
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Enhydrobacter|s__aerosaccus,healthy,0.08335042,0.3169436,0.3169436
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__beninensis,healthy,0.08248856,0.5642925,0.5642925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_f__Enterococcaceae|s__haemoperoxidus,healthy,0.08245835,0.5642925,0.5642925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae,healthy,0.08241556,0.4143925,0.4143925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas|s__lacticifex,healthy,0.07980975,0.5642925,0.5642925
